Hora del día,Dispositivos,Ancho de banda (Mbps),Tipo de tráfico,Tráfico de datos (Bytes)
17,310,60,web,262896.14715618256
11,1246,91,video,492928.38454847154
11,1352,72,video,624196.8520007848
11,239,58,audio,310528.08587683574
17,640,36,video,487220.7074985445
15,369,18,ssh,468449.19642746856
13,1135,48,ssh,545289.4609536234
10,1460,74,web,431762.3573995555
17,605,80,audio,393414.3444345977
12,1229,99,video,511661.9464605731
13,131,80,web,239447.84377045123
12,1197,16,ftp,664004.8440417345
13,1294,81,ftp,655893.0176975416
15,1192,89,video,565399.754495387
14,912,76,video,485707.7191888317
12,461,19,video,401836.3786218849
17,1028,80,ssh,547210.8802855855
13,199,94,video,241977.68691784504
11,108,62,ftp,431143.44296876906
16,796,96,video,536591.7210653997
11,1152,66,audio,490718.7122379268
8,1237,95,ftp,602888.4752265993
14,561,36,audio,293449.3950906966
14,1020,63,ftp,630224.876589016
11,1266,13,web,421773.94764673366
10,489,97,ftp,490010.3686170835
15,731,32,ftp,628323.1671496895
12,781,57,audio,347359.9952909334
17,256,92,audio,420951.85105637327
14,434,51,ftp,483889.195243532
11,359,12,ftp,341021.4761564563
11,181,12,ssh,338239.86728404294
15,853,37,web,412074.80382997205
15,1295,72,web,451747.2483597515
9,1354,90,video,487061.07293808024
9,819,40,ftp,520574.2734101915
10,174,19,ftp,351441.3813054147
10,1393,58,ftp,682190.7200543982
8,725,95,ftp,571169.9908033806
10,161,30,web,144386.47961259467
13,973,62,audio,405309.79724421754
15,419,96,ssh,494632.1232553469
17,201,85,audio,274757.78608505207
13,973,98,audio,404492.09320860024
12,1053,63,web,343165.44341018726
11,354,66,ssh,426401.93064790603
10,669,29,ftp,513757.8859758732
11,211,58,web,191997.6984810479
14,1084,16,web,395054.2698064117
8,1436,38,ssh,672556.6192077565
14,1097,57,video,469196.9921540889
8,560,22,web,165412.86954947753
9,807,12,audio,385153.77878601855
11,986,11,audio,402179.94180492056
8,1215,25,ftp,559998.745659245
16,1175,15,web,455104.0118677454
13,619,54,ftp,557761.2572334395
8,911,80,web,251786.09900599538
8,1221,14,ssh,508570.1045334256
13,335,65,web,380375.8115598427
11,1497,80,video,623570.2457899095
11,1026,41,audio,464505.1819148575
13,656,58,ssh,533844.7139315739
14,748,22,audio,381453.4412599863
16,333,39,ftp,505934.208004581
17,1155,34,ssh,618903.1021918601
12,1412,94,video,616352.074837638
16,678,69,audio,383999.4014691298
11,641,68,web,325802.94611831295
17,213,94,web,245181.9217846611
9,303,37,web,224740.71522832476
10,1152,67,ssh,505475.4553950366
8,742,29,video,363368.8004363524
13,573,43,video,386984.3979037535
13,796,14,video,384014.72842849616
8,352,91,audio,280649.1364627412
10,1004,69,ssh,527103.7011622242
12,485,52,web,303113.11723321886
10,161,66,audio,312662.86509264546
17,614,66,video,417610.7814310946
10,529,84,web,364555.2308634312
17,679,63,ssh,549230.5539312747
10,1264,90,ftp,673004.6915971971
12,842,54,video,463082.45646483096
12,1423,95,video,608056.042093427
11,774,46,video,492152.5575333191
8,410,93,video,429678.9829879637
12,570,57,web,369247.33641918213
17,908,63,ssh,550166.3415938502
12,271,57,audio,320448.35824993066
11,675,15,web,364677.3253311026
13,130,43,ssh,331314.1982541804
17,146,72,audio,284279.1573140848
11,229,87,video,345101.8331506739
14,451,57,ssh,483679.93689897034
14,1077,32,video,547158.6075359312
9,157,93,ssh,361356.79444010323
10,1229,22,ftp,531369.5272810145
8,911,56,video,462509.19721479836
15,1453,53,video,546184.1931335799
16,867,41,video,399403.18976798886
11,782,35,web,265706.4219633142
13,1285,62,audio,519319.050392278
16,1096,23,video,578751.8680466403
13,385,61,video,374444.7258118122
16,1194,45,web,451869.03273229825
11,985,17,web,419644.7469438963
15,496,49,ftp,421477.2545458223
16,125,95,ssh,428508.8210800136
11,412,31,video,352320.51078405895
12,225,25,ssh,395802.87294160336
15,1321,69,web,449525.8045798092
17,910,69,web,360603.1354786759
13,287,19,ftp,438925.4452142803
14,797,34,audio,478859.5661667231
10,909,40,web,394845.50522707315
14,815,30,video,422615.36149099545
15,549,90,ftp,462751.39820093603
17,622,42,audio,296296.63581511076
13,1477,40,ftp,746204.972592524
17,1085,99,web,403745.8855932086
16,757,30,audio,380124.32935025316
13,696,45,ssh,542760.5563038788
16,199,74,audio,226104.9272260504
11,715,13,video,479113.22547375294
15,1047,77,ssh,560217.9773053749
11,655,99,ssh,428070.8342380631
9,377,13,video,314532.45364255435
17,590,18,ssh,425870.1609299261
16,354,39,web,292340.9899452858
12,480,54,audio,300593.3783056111
11,991,13,audio,314117.88945404784
9,641,78,video,401171.8732795505
8,1387,32,web,365572.74738567305
14,924,25,ssh,527515.994199416
13,978,31,audio,366743.4833858338
9,1452,81,audio,501499.3598413957
15,1238,57,audio,510229.3902107168
11,1399,71,audio,509677.0637482865
15,380,69,ftp,498021.5141500522
14,1398,89,video,628114.3582858879
12,872,14,ssh,433503.3150134347
17,942,89,ssh,564680.1229687646
17,818,16,video,290124.81012459355
15,427,60,web,302766.6650841262
16,310,74,video,363959.29348125786
12,826,18,audio,335027.51182610146
17,1022,91,audio,500685.9711148262
12,651,54,video,475834.87885925337
9,125,56,video,274199.1126200528
12,126,76,ssh,325959.275487914
10,801,33,ssh,484951.2631219356
14,1206,19,ftp,553919.666667682
17,781,82,ftp,549180.931473223
12,512,86,audio,416520.1080825251
15,266,57,ftp,459808.9614906144
8,268,44,ftp,321626.6518026917
10,328,63,web,157250.41763602995
10,466,96,video,399304.2846323388
16,627,90,ssh,543519.5287958843
12,890,80,ftp,497118.9270686925
16,623,25,ssh,489585.63037482544
16,1195,62,ftp,716517.1753744859
8,205,49,ftp,499892.9493979319
9,831,29,audio,392261.1379929938
12,1064,97,web,446640.1297276237
11,1405,78,video,468340.77861859277
17,232,54,video,463387.6273997995
16,633,15,audio,335325.48934519396
14,1074,78,audio,427126.4420787479
13,368,58,video,354839.6932780188
14,772,48,video,523983.67070927157
8,890,11,web,433902.3023771774
8,117,48,ftp,393670.43397379224
15,216,30,web,283104.2086301828
9,897,49,video,451060.2024342752
17,1267,91,ftp,632010.2263490908
16,650,63,video,515337.18353941455
14,1028,21,web,354993.6259821805
13,852,90,web,457176.53866859415
8,521,46,web,332127.0664884542
8,1492,47,ftp,692601.8131978604
9,745,24,ssh,547448.7378127177
13,657,16,ssh,566017.301659287
13,149,87,video,329537.83185178443
9,777,59,ftp,489460.2940791784
8,205,74,audio,174786.5081371764
17,1339,76,ssh,753034.1127715128
12,757,53,ftp,515915.89955407754
12,1195,40,ftp,675751.842855087
9,1087,52,ssh,501337.23162452586
13,941,86,ftp,673113.2820456018
16,545,57,ftp,482494.1204092293
9,1309,91,ssh,542714.0433191329
17,169,90,web,253374.67845231248
9,249,90,video,313211.2149519181
10,1369,70,audio,538614.9892730606
14,873,84,video,484030.2536403738
13,1222,93,web,487285.11972759606
15,1401,19,web,450148.9263457353
15,1043,38,ftp,569344.6314490597
13,554,57,video,375121.97260519635
17,1227,90,web,577646.9399015513
10,1045,71,video,505758.54661134677
10,700,22,web,201811.88952734775
8,752,53,audio,340889.549327296
14,824,56,web,367643.3016237938
12,332,73,video,455169.9840625189
11,350,62,ftp,507434.935794495
17,178,99,video,324014.10817590426
11,1175,86,ssh,703917.7876786225
11,997,85,video,495341.98175992613
13,1020,53,audio,507816.4905537472
15,880,37,audio,361749.5751300049
15,325,11,audio,175591.8452374551
12,1174,66,web,357378.42548158194
13,1309,66,audio,347283.3261902147
11,1157,43,video,613504.4663626454
16,902,96,ftp,619126.6459443208
15,841,67,audio,380467.79907759844
17,230,61,video,384131.20149900607
17,1122,38,web,437866.7018090083
8,731,44,web,339246.66978069954
9,937,84,ftp,634876.5700568134
16,858,57,ftp,565603.9423487493
15,803,42,video,412608.0346949507
10,596,84,ftp,552588.7607185959
15,422,82,ftp,540516.6388942233
8,1333,87,web,455136.7904060673
17,714,18,video,545677.7094340386
11,428,57,ftp,447208.8938569174
10,1495,76,video,542007.1014182366
13,232,92,audio,328304.5713753301
14,934,45,web,345553.1071543251
11,750,80,web,369775.82620724477
14,220,53,web,198849.587208028
16,705,91,ssh,496487.88585340575
9,1064,69,video,586842.0210019583
10,228,72,audio,261320.63216261606
12,1214,14,ftp,569857.4227991352
10,128,96,audio,332133.93943532504
15,821,95,video,434147.9024856653
17,432,99,web,286252.8384926466
15,1420,85,ssh,680328.0560254498
15,1253,49,video,597020.5711936646
16,1416,28,video,638223.8195540537
11,1296,56,ftp,604838.9083889758
12,1043,74,audio,485400.433649306
12,1147,76,audio,454094.590022791
15,1222,27,ftp,602617.2183244684
14,455,59,ssh,500660.6391146143
16,238,39,web,219622.2802070207
15,1297,75,web,485810.229801049
9,128,14,ssh,335378.9734615319
17,1030,51,ftp,562962.2811830749
11,595,93,video,468804.642767816
13,1113,14,audio,472614.0446839477
9,754,59,video,325985.4694064789
14,927,94,audio,466271.05556186714
10,450,67,video,334851.32829166896
10,653,88,ftp,579453.7653206314
9,398,93,ftp,398830.0081609621
15,1315,17,ssh,578676.1515685228
13,163,40,video,335701.2275494233
8,854,21,video,424017.01470709377
8,869,30,ssh,516947.9128356986
14,1338,71,ssh,547178.9006995355
15,933,99,ftp,693695.716843369
12,265,42,ftp,460257.2329394136
12,1355,35,video,616485.9106500448
11,1318,99,ftp,711812.0084616621
13,605,49,ftp,509919.4942772478
13,1457,74,video,529190.0894544419
10,892,68,ssh,484222.34093756496
16,1427,24,video,656878.1666431288
14,932,10,web,430671.8890828191
8,1446,20,video,508220.0009948155
14,957,64,web,252484.78568989105
12,905,11,video,435865.51328474405
12,1272,74,web,437014.8555935442
9,860,53,web,331011.36939798086
11,932,25,video,480326.96009157004
13,382,31,ftp,500710.62896608317
17,1485,27,audio,595014.9773549762
14,478,56,ftp,515885.4570067683
12,297,90,web,174361.4649038682
16,1114,39,video,505240.01336533524
10,1123,19,video,599304.4891774595
8,655,67,video,423210.8367401239
11,455,71,video,399890.97842219326
16,1140,94,audio,522974.2969886929
11,738,89,ssh,517868.98112529947
9,478,15,web,128944.39094570384
17,779,76,audio,416823.78415444656
12,605,50,ftp,504105.35841026553
10,998,52,ssh,589674.7699626706
16,175,94,ssh,414383.6447311148
11,330,86,video,281674.43066990294
13,1061,27,audio,462204.4578085876
9,1371,67,ftp,612508.7675878627
13,401,69,video,318860.7179459291
10,825,97,video,421792.04766417097
16,314,36,web,287925.21148322575
9,1281,77,ssh,652638.0619880034
16,168,31,ftp,453246.49725887936
12,492,33,ssh,456501.16118085105
15,1208,49,audio,514752.26364190003
9,366,83,web,264766.3588430234
13,1192,75,video,575746.5317481379
10,710,49,web,195561.22664652893
17,1470,15,video,592054.4175652417
12,1108,27,web,342853.7482688874
15,1061,90,video,590345.128627207
17,827,96,ssh,541042.234739157
8,772,39,ssh,465447.4044133915
12,522,30,ssh,354146.40628730983
10,1297,71,ssh,645741.5444506425
11,214,19,web,238666.40601369046
9,319,22,video,347647.39411702513
16,130,85,ssh,357848.8573915589
10,1466,18,web,413518.0077530935
9,1253,77,video,545279.9727222952
17,716,48,web,317475.07948759745
16,638,33,ssh,495844.64813386695
14,838,43,audio,301054.3698616639
13,1125,70,web,400622.77217967034
8,970,50,ssh,598837.6732713246
12,200,14,ftp,428974.2913997882
10,1181,88,video,538539.6832265496
8,791,59,ssh,576961.3267835679
11,1040,13,ftp,452702.3190599282
9,440,60,web,222234.4442605946
9,960,61,web,347441.3414126306
10,1143,48,ftp,645517.5616502695
15,1378,17,ftp,702882.8181614118
15,1440,54,video,546699.6645508687
14,137,97,web,295797.7161071275
13,759,37,ftp,515134.2616339146
16,1027,36,audio,513981.98128245835
11,1149,74,audio,420167.8650938971
8,553,43,ftp,465934.42004669196
15,1446,90,video,584691.6342311719
14,836,71,web,425501.5185782857
14,918,71,audio,412960.9391716914
10,872,47,ftp,545777.5735494122
11,112,35,ftp,420240.56988315244
17,1014,33,ssh,581562.9241513059
16,1020,48,ftp,652347.6303736586
13,924,30,video,475356.2388422333
12,470,56,audio,311087.55423600844
10,1414,57,ssh,593815.0627320625
16,431,22,audio,328483.6157603806
12,360,12,audio,300479.6238037192
12,1328,41,video,538741.4176075782
11,796,44,ftp,537160.1710482774
11,786,28,video,350337.30697139475
8,1049,23,ftp,594667.7642227339
14,486,57,ssh,454755.6144444715
16,920,95,video,561593.5206770544
10,567,90,video,408408.02537035424
9,168,77,web,130180.1210739107
10,1227,54,video,504477.69053466624
8,1284,28,web,400803.50384407915
13,299,73,ftp,498445.1652716799
14,315,75,ftp,366986.32277433027
9,311,88,ftp,453258.97584744677
15,607,75,web,359583.7607896653
13,115,84,ftp,396925.60573592404
11,983,54,audio,432331.40049084235
12,431,96,video,362848.17454250774
15,816,83,web,343221.35333898047
10,650,76,ftp,497579.0074934341
10,1041,78,audio,411665.40037664946
11,355,12,video,366180.91559681663
8,1091,47,video,444952.4061582311
16,827,86,ftp,543254.4996476036
15,979,51,audio,534696.4333419767
15,914,92,web,451837.00059120177
17,1295,49,ftp,575424.33196704
13,748,59,video,405861.5855073733
14,1099,44,video,523923.14858613553
13,570,33,video,411687.75336157467
16,789,97,ftp,511775.35671315534
10,799,26,ssh,530728.2746411161
10,606,49,ssh,486961.2209590813
10,1091,83,ssh,583795.0816020169
17,1109,75,audio,562136.424535606
10,903,53,ftp,579714.499628546
16,930,32,video,504429.0439625924
11,1448,15,audio,579983.963591112
14,313,75,ssh,475160.9790363854
16,1331,30,web,419124.62705442344
14,268,44,audio,327259.7589335958
16,1453,38,audio,506386.6067520709
10,1403,16,ftp,663807.7275475139
11,1077,62,audio,475230.6753509907
15,1428,46,ftp,614426.6343772007
13,245,32,web,223907.71943444823
12,615,17,video,404762.85117902013
11,1213,85,video,518285.4904502921
15,552,57,ssh,479635.49711953796
8,159,19,ssh,371594.8888500534
16,1434,88,web,509270.3467884622
8,627,33,video,393129.973835413
15,1350,99,ssh,713671.2039277988
11,1123,56,audio,481259.8291612613
16,573,62,ftp,535641.2144837237
12,856,48,ssh,457296.03101793193
10,881,76,web,397751.30056944245
16,1202,75,video,574407.4974695969
16,532,15,web,358086.9716850704
11,1276,30,ftp,627543.9271651655
11,500,82,ftp,405186.6749933002
15,1402,83,web,411893.9565585869
9,156,45,ssh,385484.0381879867
16,1102,12,ssh,527890.3201150923
13,285,97,video,392338.3875555249
16,497,95,video,432611.6322251178
15,704,87,audio,400958.016615304
14,887,51,audio,418081.93572058884
8,257,54,video,275130.5247477387
10,1482,53,audio,522111.11555501644
9,688,42,web,274375.3283602801
12,565,69,ssh,438887.17399371474
12,545,95,audio,350317.54776454193
12,900,92,audio,424665.33650506404
11,1196,92,web,486308.6728253543
12,1028,79,ftp,598610.4585397653
10,116,92,video,370385.11682950496
8,830,86,web,425892.7475663241
12,425,35,ftp,505247.2325528075
16,1094,95,web,473023.42675342556
16,712,30,ssh,503741.610474176
11,645,11,web,332767.9354525035
10,695,56,web,321468.036929812
8,1020,39,ssh,562728.49229786
9,941,36,video,481905.29026448424
15,1325,80,ftp,662007.9769609806
8,443,29,audio,337892.5440051403
15,958,59,video,500674.0002988784
14,1341,32,web,448893.3996193842
15,544,22,audio,320990.0419800506
13,321,90,ssh,432500.9423937286
16,691,13,video,474523.1307706492
10,1130,23,ftp,631947.0002796518
17,1395,29,video,596169.6898729479
11,1117,22,video,519382.18203625176
13,115,12,audio,307584.8395761279
15,623,99,ssh,491601.68544145697
12,902,99,ssh,484128.9998234897
10,120,91,video,384556.49260892865
13,327,87,ssh,397411.0873984641
11,1107,56,audio,419883.09383280476
16,1411,12,audio,428390.1122332724
10,908,10,ftp,565164.1526582148
11,1257,99,ssh,524827.3687723889
14,1406,33,ftp,630187.0596154132
14,503,44,web,322011.83972575294
11,1189,23,audio,490396.0626204186
13,536,76,video,377614.7925890883
10,928,22,audio,389892.33365037973
13,1033,56,web,355970.27367969236
9,358,59,video,318680.1606094409
15,202,87,ssh,422210.7630076454
9,1092,94,ssh,535317.6660601771
14,868,35,audio,398889.24799121654
16,1224,12,video,457564.66591912165
8,1321,60,video,590847.8082403069
15,912,49,ftp,607403.3296585532
14,325,77,web,313145.2685918601
13,1042,45,ssh,610421.2662308431
13,562,60,audio,316139.3562227142
13,336,10,video,319280.2758485988
16,1149,42,ssh,486058.28162088944
9,1244,16,audio,608821.1455051119
8,605,61,ssh,434020.7342341312
13,1305,20,audio,537936.3949957456
17,913,36,ssh,473691.9427832271
15,866,23,ftp,609519.4212821504
10,733,95,web,436979.5438324833
17,1438,89,ssh,664085.962548601
8,1090,55,web,334955.9251705199
16,717,85,ssh,508960.1799527232
8,372,19,video,212561.92375213868
10,331,33,ftp,430805.6649489079
15,867,70,ftp,624448.3569656498
10,595,27,web,280712.1177813243
11,1147,95,video,517693.0222655516
15,1232,18,audio,506778.4058056016
8,601,26,ftp,503401.24234747764
13,124,67,video,240304.72187474085
8,1310,22,video,517441.14811393945
8,387,59,web,368699.2562114622
15,437,15,video,303149.1877175988
11,1160,94,video,529729.0583583467
8,236,60,audio,364287.30610258516
17,607,45,web,384108.75782718376
14,326,80,web,249530.16596119694
12,419,34,video,371106.7689811302
12,1015,20,audio,422894.4160007588
8,1305,53,ssh,540096.4097839167
17,185,23,ftp,429787.3946253459
13,1025,38,web,375001.69335967355
16,152,83,audio,307537.4469038375
16,959,59,audio,413880.8409654483
15,966,14,video,411369.0899877669
12,1358,81,ftp,670035.9613303815
8,532,78,web,371155.91090893897
16,1098,97,ssh,602210.1463131398
8,199,66,video,296220.31105342275
15,1089,35,web,448004.2902519249
12,698,15,web,299184.0193702311
10,502,25,audio,406301.6462479555
14,495,69,ftp,503304.37453524605
14,514,21,ssh,468324.8531579082
16,1038,84,ftp,591869.7808803364
14,776,12,audio,406354.46266683313
10,562,72,ssh,462154.6738471877
8,640,73,ssh,451674.6937670396
15,1487,71,video,582812.111941514
10,1253,15,ssh,526198.4917173813
15,183,28,web,239717.63319898263
15,370,27,ftp,493946.9554848237
12,343,89,ftp,466741.8601852934
8,487,96,video,399763.3964560396
17,313,52,ssh,421704.26609336154
14,917,82,audio,449326.30124526937
17,1289,12,web,438777.7508661387
12,158,81,video,332998.62896841543
15,982,47,ssh,679802.0228408714
16,942,77,audio,472481.7149403712
14,1023,85,ssh,599364.8479215521
14,222,53,video,362801.1802664049
8,1262,98,audio,478259.15883514704
11,1352,89,audio,584599.4606645834
9,1397,72,audio,495841.8114786829
9,538,51,audio,380852.7274471276
9,1121,73,ssh,538989.6500966776
11,661,63,audio,320701.37404279795
8,217,87,ssh,395169.81041180965
11,1004,86,audio,393566.58219489467
9,494,80,audio,360582.0112508305
12,975,85,video,437792.0671954342
10,1034,46,ssh,513849.59847635735
15,1201,13,ssh,500113.5151737629
11,1051,11,ftp,711908.3504701365
8,174,53,video,218602.02201918428
8,394,76,ssh,407290.6870198202
17,120,77,video,404665.2137165007
10,1294,85,video,603119.2954293513
16,1138,92,video,596167.1061086569
14,1334,83,web,462438.5805889262
9,659,71,ssh,529854.4473168501
16,1209,10,video,572469.5545401091
17,1272,26,web,463014.9808830238
9,471,25,web,263729.0378863296
10,917,18,audio,377203.86761923134
17,1274,62,audio,475317.3987083481
9,1264,82,ssh,650657.5487739358
10,1192,68,audio,538010.3996800766
13,1383,18,ssh,556394.542948504
16,945,21,web,371810.7417426904
16,620,50,web,321828.83917705354
14,470,24,ssh,424367.2048129845
10,200,75,audio,280714.7439293791
11,760,84,audio,446343.073082309
13,1067,20,ssh,501039.13457566284
12,342,17,ftp,394582.650424367
9,852,64,audio,459230.98710714874
13,611,15,video,371567.76290593506
10,948,62,audio,357448.2323211467
15,654,29,ftp,496043.5028950065
9,1218,48,web,396097.36323779996
8,325,81,web,323248.1363862882
16,313,43,web,310341.31061883684
10,817,66,audio,453776.0308316121
8,166,28,web,228198.6821173393
14,495,80,ftp,556312.1835807657
17,711,40,ftp,512795.8936709841
12,1135,91,audio,472569.8922323258
12,1360,49,video,507004.23434882256
8,869,23,audio,364775.5984731483
16,506,90,web,360405.24954673706
14,1024,46,audio,454529.16424061236
15,746,53,ftp,616274.0409480147
16,321,18,audio,246129.210388639
13,1279,67,audio,529311.917534912
12,753,29,video,362684.8599065341
13,527,59,ftp,504608.8234586821
9,1281,29,ssh,602716.6711278239
11,1076,45,ssh,531974.871658789
10,1105,36,ftp,616556.3302043478
14,1449,81,ssh,602313.3832583533
16,470,41,web,211315.50109018086
12,1467,10,ssh,636251.4811243901
13,1385,26,web,542200.5117037867
17,1406,18,ftp,625397.7529915054
9,949,93,ssh,592409.7090053398
10,955,54,ssh,520171.17044082057
10,328,75,web,186315.4239153462
16,379,41,web,219724.73493239188
14,1413,54,audio,530389.2386680325
15,1170,18,video,497776.8856037948
17,1074,39,ssh,503654.35116208805
16,1337,93,video,509198.03593872976
13,857,47,video,417564.0336036747
11,1147,69,ssh,578590.4504165559
8,420,10,web,228679.9623698431
15,373,14,audio,281538.1021249961
14,655,72,ftp,547094.3597145742
9,943,45,ssh,558101.3359931344
15,1436,74,ssh,668906.3255217074
12,1486,87,ftp,694634.566430521
14,767,82,video,510803.60033303447
11,1099,33,audio,393307.48488918523
12,479,13,video,351054.0230222324
15,810,87,ftp,570445.6032199815
8,845,98,ftp,496152.33707785775
8,774,77,audio,362306.2918857821
11,215,34,ftp,311252.0159552349
10,704,83,ftp,627908.9023831477
17,1165,16,audio,429129.3105781844
9,478,22,ssh,480905.7065710656
10,1329,77,video,556204.2252859747
8,565,52,ssh,457243.20660779794
8,379,66,ssh,374360.01008245343
13,717,45,video,441296.4845980837
12,217,23,ssh,397424.4819994218
15,1360,91,audio,575727.6207197091
9,408,81,video,405838.66950371786
11,199,36,web,194383.3644980412
15,360,46,ssh,395982.01637543226
13,1092,96,ftp,551691.1837366198
8,1428,80,video,591760.9505588468
11,1477,85,web,547018.9355661721
8,385,34,ftp,514799.0839958965
9,427,76,web,283658.6317290254
12,1226,99,ssh,566376.0113545716
15,162,13,ftp,329045.19283552724
15,786,88,ssh,578283.3366541675
10,1405,83,ftp,582686.1716611232
11,1416,94,video,568169.7961128117
17,837,25,audio,403684.6586028177
13,1130,28,audio,451527.24310744903
17,738,38,web,353390.13000179204
10,1035,60,ftp,593907.3778183787
9,1215,27,ssh,430731.83689607354
13,1313,67,video,561832.7954935064
12,575,53,video,290021.2212944061
17,152,25,video,364510.90365454974
12,853,74,audio,389843.7422098194
17,585,11,ssh,349648.1637388325
12,1487,65,video,549189.7661307312
17,1235,88,video,547496.2330407673
12,508,37,web,339634.9808777502
10,1130,74,ftp,622831.8870875123
14,767,14,ftp,547622.247217529
13,1320,31,ftp,703561.0817110301
11,934,22,web,347992.7856037755
9,975,74,audio,464709.39805162017
16,466,25,web,319893.0556965996
8,1101,95,video,443376.52532152936
11,349,73,ssh,484949.1788814915
8,1363,41,video,462084.91099646525
13,479,89,video,451168.3324738924
11,971,60,ssh,453346.34815471835
12,934,88,ftp,620861.8394075837
12,874,67,web,461395.7439075086
16,1018,55,audio,450451.0671724894
8,554,61,video,368482.2178573427
9,465,72,video,404521.99996584246
13,1413,85,audio,523630.17720187287
12,502,69,web,385813.93518714106
14,157,74,video,348009.61247293476
10,620,90,audio,352991.5245889637
10,1427,64,video,540385.7236052158
17,1238,66,ftp,618952.5764913489
9,309,80,ftp,415412.25066212553
10,1164,82,video,506266.3303170702
17,915,95,video,491118.046325071
8,272,35,ftp,378991.2362931448
12,333,21,video,442042.061517622
12,892,80,web,326895.2461755255
14,892,55,web,383231.62938230875
11,1162,56,ssh,595026.0504880436
10,218,88,web,269105.39977918664
8,434,47,video,347369.6462108764
15,1459,30,video,569764.8714076346
10,1197,23,audio,473477.3745619753
9,1314,11,web,426626.08249891
11,423,81,ftp,467152.05826162436
10,1110,79,ftp,533406.0714137785
8,1270,42,ssh,541603.8138833377
10,383,15,audio,226772.4918146271
9,312,99,ftp,423542.0224966837
15,1028,46,ssh,555261.161925848
13,851,23,web,364636.80719983083
16,438,46,audio,429622.6375646203
15,1145,17,audio,435629.6810548093
17,204,86,video,407531.2817637575
10,869,22,web,350098.00122189184
12,815,49,audio,462299.8835319895
14,862,67,ssh,554711.4359797813
12,1344,27,ftp,591875.9286356842
15,478,66,web,217447.69853543845
12,1345,92,web,490563.0849833752
8,1381,47,audio,463277.4501049805
12,812,41,audio,343884.3127024701
11,1490,95,audio,487121.1147733461
13,1472,75,ssh,654948.7748793578
10,324,86,video,433185.38496566826
12,837,96,audio,404966.3827146979
9,335,34,video,358513.5155537661
13,282,67,video,349786.6824891204
13,811,84,web,304730.89554483036
12,543,42,ftp,526340.5671755208
13,722,97,ftp,503165.39779863146
14,1129,75,ssh,584381.3315296782
12,1359,39,ssh,584223.9792497348
8,1250,90,ftp,679653.8717282846
15,1227,43,ftp,588992.4503764657
11,848,95,web,391643.49539009796
16,254,78,web,227810.12963256496
17,356,57,ftp,459144.7393835607
13,334,49,audio,124539.98862299489
8,599,60,audio,444404.9285808954
10,388,89,web,299627.8466413116
10,609,22,video,344432.6257030918
17,808,99,ftp,539867.2155833503
11,884,40,ssh,477017.56235603295
13,993,48,audio,473443.9767409726
14,875,72,video,386395.7537207537
17,397,57,audio,335820.7790352831
11,236,96,video,438732.09362313367
13,475,57,ftp,431802.68320160976
8,186,70,ftp,416219.25193818274
15,1322,21,ftp,760065.4907628879
14,536,87,web,352307.5814845386
16,1433,65,video,605396.1910242727
10,1404,27,ssh,619631.8227454502
9,1446,36,ssh,582156.7332495148
8,863,37,ftp,596081.564265172
10,801,91,ssh,485733.4988549894
12,1041,89,audio,364740.91956320114
9,251,61,video,306134.844802977
10,1425,25,video,499163.27350616484
11,1401,86,video,564140.2993901286
14,1131,67,audio,466745.7970459685
10,906,18,web,400071.15999024536
16,334,35,audio,349064.6363332193
15,774,37,video,461463.27437876986
11,660,86,video,429852.72943337023
8,1425,45,video,494557.0995571003
8,137,18,ssh,217341.23811671612
8,1259,56,web,425458.00056963915
8,921,87,audio,457432.06017868296
15,520,60,video,403583.3058377705
10,1342,85,ftp,634157.2838606649
13,447,66,web,310625.1082607106
10,1202,41,ftp,606733.3899687827
12,847,76,web,451687.2095986981
14,372,66,video,439036.4171034142
9,1284,63,web,481275.4028511665
13,407,25,web,296786.7057104952
13,1497,71,video,535391.6292774272
10,1075,93,ftp,644649.6851026299
13,832,65,ftp,582716.2978823287
17,1132,32,ssh,607721.2364195582
17,543,26,ftp,531230.4743406526
12,1236,89,ftp,674338.1293924033
9,1328,47,web,569143.3234774797
16,504,81,ssh,467490.7165024041
15,952,92,video,558216.8690414665
10,1320,39,video,509950.5094867998
15,877,67,audio,473432.0791943836
16,214,87,ssh,463265.99451162276
10,1244,31,web,432521.3038567674
10,164,26,audio,329262.347118825
9,1399,24,audio,442586.1981819791
15,924,57,video,463938.95291658887
17,338,41,ftp,483719.0043011745
8,401,86,web,307240.34267421113
15,1068,94,ssh,594571.4760647466
14,468,49,audio,402387.9518255283
14,332,66,web,236315.50645168402
10,294,67,video,285271.0755255723
8,1006,25,audio,419106.41682682524
11,1135,37,audio,446640.9861943152
16,1020,10,video,516143.186017911
12,788,50,video,441229.8854566748
8,276,57,video,306699.01046882715
12,316,40,web,239453.12141381382
15,1134,45,web,425742.44473965926
15,729,42,web,326550.93500758347
12,263,42,ftp,423443.3976838286
16,152,91,audio,285720.3331506545
8,317,32,web,262233.2559934703
11,1098,69,ftp,618801.05022529
10,923,96,audio,545437.6236084383
9,1483,88,web,493635.2275639231
15,484,99,video,393757.12648356694
14,155,39,ssh,504033.7687431532
16,217,98,web,293081.3188857168
9,999,54,ssh,571306.2393446409
11,1376,89,web,504305.1491601246
13,897,48,video,499550.55146488745
10,879,54,ssh,529582.7025676237
15,1115,87,ftp,586395.7717611967
10,902,90,video,493776.4523780706
